subbasin,gsa,year,symb_class,acres
Kern,Cawelo Water District GSA,2020,YP,2019.0
Kern,Cawelo Water District GSA,2021,C,9888.2
Kern,Cawelo Water District GSA,2021,D,15582.1
Kern,Cawelo Water District GSA,2021,G,177.3
Kern,Cawelo Water District GSA,2021,I,3341.8
Kern,Cawelo Water District GSA,2021,P,30.8
Kern,Cawelo Water District GSA,2021,T,208.2
Kern,Cawelo Water District GSA,2021,U,80717.8
Kern,Cawelo Water District GSA,2021,UL,136.6
Kern,Cawelo Water District GSA,2021,V,5362.2
Kern,Cawelo Water District GSA,2021,X,1787.1
Kern,Cawelo Water District GSA,2021,YP,2235.7
Kern,Cawelo Water District GSA,2022,C,10061.5
Kern,Cawelo Water District GSA,2022,D,17589.9
Kern,Cawelo Water District GSA,2022,G,684.7
Kern,Cawelo Water District GSA,2022,I,2265.6
Kern,Cawelo Water District GSA,2022,P,34.0
Kern,Cawelo Water District GSA,2022,T,222.8
Kern,Cawelo Water District GSA,2022,U,81238.1
Kern,Cawelo Water District GSA,2022,UL,136.6
Kern,Cawelo Water District GSA,2022,V,5227.4
Kern,Cawelo Water District GSA,2022,X,846.6
Kern,Cawelo Water District GSA,2022,YP,1410.1
Kern,Cawelo Water District GSA,2023,C,10141.6
Kern,Cawelo Water District GSA,2023,D,17940.8
Kern,Cawelo Water District GSA,2023,F,4.6
Kern,Cawelo Water District GSA,2023,G,1010.8
Kern,Cawelo Water District GSA,2023,I,2282.3
Kern,Cawelo Water District GSA,2023,P,34.9
Kern,Cawelo Water District GSA,2023,T,231.8
Kern,Cawelo Water District GSA,2023,U,81594.7
Kern,Cawelo Water District GSA,2023,UL,136.6
Kern,Cawelo Water District GSA,2023,V,5116.3
Kern,Cawelo Water District GSA,2023,X,1162.3
Kern,Cawelo Water District GSA,2023,YP,466.5
Kern,Cawelo Water District GSA,2024,C,10114.5
Kern,Cawelo Water District GSA,2024,D,16787.3
Kern,Cawelo Water District GSA,2024,G,1096.9
Kern,Cawelo Water District GSA,2024,I,2825.6
Kern,Cawelo Water District GSA,2024,P,34.9
Kern,Cawelo Water District GSA,2024,T,231.8
Kern,Cawelo Water District GSA,2024,U,81830.5
Kern,Cawelo Water District GSA,2024,UL,136.6
Kern,Cawelo Water District GSA,2024,V,4476.7
Kern,Cawelo Water District GSA,2024,X,1712.5
Kern,Cawelo Water District GSA,2024,YP,1074.7
Westside,Westlands Water District GSA,2020,C,4465.3
Westside,Westlands Water District GSA,2020,D,196481.4
Westside,Westlands Water District GSA,2020,F,20275.9
Westside,Westlands Water District GSA,2020,G,26824.6
Westside,Westlands Water District GSA,2020,P,4163.3
Westside,Westlands Water District GSA,2020,T,120697.8
Westside,Westlands Water District GSA,2020,U,4101.0
Westside,Westlands Water District GSA,2020,V,17513.5
Westside,Westlands Water District GSA,2020,X,164612.3
Westside,Westlands Water District GSA,2020,YP,1420.4
Westside,Westlands Water District GSA,2021,C,4321.5
Westside,Westlands Water District GSA,2021,D,205458.3
Westside,Westlands Water District GSA,2021,F,14810.1
Westside,Westlands Water District GSA,2021,G,17477.8
Westside,Westlands Water District GSA,2021,I,132412.8
Westside,Westlands Water District GSA,2021,P,4099.2
Westside,Westlands Water District GSA,2021,T,99172.4
Westside,Westlands Water District GSA,2021,U,4176.4
Westside,Westlands Water District GSA,2021,V,18337.8
Westside,Westlands Water District GSA,2021,X,54868.5
Westside,Westlands Water District GSA,2021,YP,1249.8
Westside,Westlands Water District GSA,2022,C,3914.1
Westside,Westlands Water District GSA,2022,D,204508.4
Westside,Westlands Water District GSA,2022,F,17394.4
Westside,Westlands Water District GSA,2022,G,16955.2
Westside,Westlands Water District GSA,2022,I,156963.5
Westside,Westlands Water District GSA,2022,P,3335.8
Westside,Westlands Water District GSA,2022,T,78319.9
Westside,Westlands Water District GSA,2022,U,4150.5
Westside,Westlands Water District GSA,2022,V,17436.5
Westside,Westlands Water District GSA,2022,X,47839.4
Westside,Westlands Water District GSA,2022,YP,6326.3
Westside,Westlands Water District GSA,2023,C,3802.9
Westside,Westlands Water District GSA,2023,D,198565.7
Westside,Westlands Water District GSA,2023,F,33726.0
Westside,Westlands Water District GSA,2023,G,73954.8
Westside,Westlands Water District GSA,2023,I,100345.0
Westside,Westlands Water District GSA,2023,P,2595.6
Westside,Westlands Water District GSA,2023,T,91270.6
Westside,Westlands Water District GSA,2023,U,4144.9
Westside,Westlands Water District GSA,2023,V,16405.3
Westside,Westlands Water District GSA,2023,X,24309.5
Westside,Westlands Water District GSA,2023,YP,2427.8
Westside,Westlands Water District GSA,2024,C,4090.7
Westside,Westlands Water District GSA,2024,D,187324.7
Westside,Westlands Water District GSA,2024,F,35504.1
Westside,Westlands Water District GSA,2024,G,75475.0
Westside,Westlands Water District GSA,2024,I,78482.1
Westside,Westlands Water District GSA,2024,P,2270.8
Westside,Westlands Water District GSA,2024,T,89377.2
Westside,Westlands Water District GSA,2024,U,4144.9
Westside,Westlands Water District GSA,2024,V,15310.2
Westside,Westlands Water District GSA,2024,X,50151.4
Westside,Westlands Water District GSA,2024,YP,4019.0
Tule,Lower Tule River Irrigation District GSA,2020,C,553.1
Tule,Lower Tule River Irrigation District GSA,2020,D,31078.1
Tule,Lower Tule River Irrigation District GSA,2020,F,34771.4
Tule,Lower Tule River Irrigation District GSA,2020,G,6684.5
Tule,Lower Tule River Irrigation District GSA,2020,P,7072.0
Tule,Lower Tule River Irrigation District GSA,2020,T,421.4
Tule,Lower Tule River Irrigation District GSA,2020,U,1757.4
Tule,Lower Tule River Irrigation District GSA,2020,V,2159.1
Tule,Lower Tule River Irrigation District GSA,2020,X,4097.9
Tule,Lower Tule River Irrigation District GSA,2020,YP,129.6
Tule,Lower Tule River Irrigation District GSA,2021,C,553.1
Tule,Lower Tule River Irrigation District GSA,2021,D,30546.4
Tule,Lower Tule River Irrigation District GSA,2021,F,29608.9
Tule,Lower Tule River Irrigation District GSA,2021,G,9447.7
Tule,Lower Tule River Irrigation District GSA,2021,I,3476.9
Tule,Lower Tule River Irrigation District GSA,2021,P,6326.4
Tule,Lower Tule River Irrigation District GSA,2021,T,491.8
Tule,Lower Tule River Irrigation District GSA,2021,U,1794.7
Tule,Lower Tule River Irrigation District GSA,2021,V,2061.4
Tule,Lower Tule River Irrigation District GSA,2021,X,4147.4
Tule,Lower Tule River Irrigation District GSA,2021,YP,260.1
Tule,Lower Tule River Irrigation District GSA,2022,C,566.3
Tule,Lower Tule River Irrigation District GSA,2022,D,33141.0
Tule,Lower Tule River Irrigation District GSA,2022,F,31795.6
Tule,Lower Tule River Irrigation District GSA,2022,G,7336.5
Tule,Lower Tule River Irrigation District GSA,2022,I,3027.6
Tule,Lower Tule River Irrigation District GSA,2022,P,5140.5
Tule,Lower Tule River Irrigation District GSA,2022,T,309.7
Tule,Lower Tule River Irrigation District GSA,2022,U,1808.1
Tule,Lower Tule River Irrigation District GSA,2022,V,2092.1
Tule,Lower Tule River Irrigation District GSA,2022,X,1091.9
Tule,Lower Tule River Irrigation District GSA,2022,YP,1994.5
Tule,Lower Tule River Irrigation District GSA,2023,C,643.5
Tule,Lower Tule River Irrigation District GSA,2023,D,33218.0
Tule,Lower Tule River Irrigation District GSA,2023,F,34467.5
Tule,Lower Tule River Irrigation District GSA,2023,G,5183.1
Tule,Lower Tule River Irrigation District GSA,2023,I,2767.4
Tule,Lower Tule River Irrigation District GSA,2023,P,4127.2
Tule,Lower Tule River Irrigation District GSA,2023,T,463.6
Tule,Lower Tule River Irrigation District GSA,2023,U,1806.7
Tule,Lower Tule River Irrigation District GSA,2023,V,2086.4
Tule,Lower Tule River Irrigation District GSA,2023,X,2920.1
Tule,Lower Tule River Irrigation District GSA,2023,YP,202.1
Tule,Lower Tule River Irrigation District GSA,2024,C,637.8
Tule,Lower Tule River Irrigation District GSA,2024,D,33884.6
Tule,Lower Tule River Irrigation District GSA,2024,F,33993.8
Tule,Lower Tule River Irrigation District GSA,2024,G,3941.9
Tule,Lower Tule River Irrigation District GSA,2024,I,4139.6
Tule,Lower Tule River Irrigation District GSA,2024,P,3832.5
Tule,Lower Tule River Irrigation District GSA,2024,T,733.8
Tule,Lower Tule River Irrigation District GSA,2024,U,1014.6
Tule,Lower Tule River Irrigation District GSA,2024,V,2123.4
Tule,Lower Tule River Irrigation District GSA,2024,X,2036.9
Tule,Lower Tule River Irrigation District GSA,2024,YP,229.8
Tule,Pixley Irrigation District GSA,2020,C,12.8
Tule,Pixley Irrigation District GSA,2020,D,20446.9
Tule,Pixley Irrigation District GSA,2020,F,17797.5
Tule,Pixley Irrigation District GSA,2020,G,6086.9
Tule,Pixley Irrigation District GSA,2020,P,3147.7
Tule,Pixley Irrigation District GSA,2020,T,50.5
Tule,Pixley Irrigation District GSA,2020,U,793.1
Tule,Pixley Irrigation District GSA,2020,V,3118.5
Tule,Pixley Irrigation District GSA,2020,X,2482.4
Tule,Pixley Irrigation District GSA,2020,YP,1416.6
Tule,Pixley Irrigation District GSA,2021,C,12.8
Tule,Pixley Irrigation District GSA,2021,D,21783.6
Tule,Pixley Irrigation District GSA,2021,F,13655.5
Tule,Pixley Irrigation District GSA,2021,G,8443.6
Tule,Pixley Irrigation District GSA,2021,I,1700.7
Tule,Pixley Irrigation District GSA,2021,P,2673.3
Tule,Pixley Irrigation District GSA,2021,T,36.9
Tule,Pixley Irrigation District GSA,2021,U,793.1
Tule,Pixley Irrigation District GSA,2021,V,2577.5
Tule,Pixley Irrigation District GSA,2021,X,1845.6
Tule,Pixley Irrigation District GSA,2021,YP,1837.0
Tule,Pixley Irrigation District GSA,2022,C,12.8
Tule,Pixley Irrigation District GSA,2022,D,24224.6
Tule,Pixley Irrigation District GSA,2022,F,14008.0
Tule,Pixley Irrigation District GSA,2022,G,8805.2
Tule,Pixley Irrigation District GSA,2022,I,2742.7
Tule,Pixley Irrigation District GSA,2022,P,1377.9
Tule,Pixley Irrigation District GSA,2022,T,33.8
Tule,Pixley Irrigation District GSA,2022,U,808.2
Tule,Pixley Irrigation District GSA,2022,V,2616.0
Tule,Pixley Irrigation District GSA,2022,X,291.2
Tule,Pixley Irrigation District GSA,2022,YP,369.7
Tule,Pixley Irrigation District GSA,2023,C,12.8
Tule,Pixley Irrigation District GSA,2023,D,23397.9
Tule,Pixley Irrigation District GSA,2023,F,16865.8
Tule,Pixley Irrigation District GSA,2023,G,6362.5
Tule,Pixley Irrigation District GSA,2023,I,2323.9
Tule,Pixley Irrigation District GSA,2023,P,1392.3
Tule,Pixley Irrigation District GSA,2023,T,194.6
Tule,Pixley Irrigation District GSA,2023,U,808.4
Tule,Pixley Irrigation District GSA,2023,V,2102.4
Tule,Pixley Irrigation District GSA,2023,X,788.9
Tule,Pixley Irrigation District GSA,2023,YP,911.1
Tule,Pixley Irrigation District GSA,2024,C,12.8
Tule,Pixley Irrigation District GSA,2024,D,24010.9
Tule,Pixley Irrigation District GSA,2024,F,14663.2
Tule,Pixley Irrigation District GSA,2024,G,7979.4
Tule,Pixley Irrigation District GSA,2024,I,2025.1
Tule,Pixley Irrigation District GSA,2024,P,1245.9
Tule,Pixley Irrigation District GSA,2024,T,115.4
Tule,Pixley Irrigation District GSA,2024,U,712.3
Tule,Pixley Irrigation District GSA,2024,V,2213.3
Tule,Pixley Irrigation District GSA,2024,X,1031.0
Tule,Pixley Irrigation District GSA,2024,YP,287.4
Tulare Lake,South Fork Kings GSA,2020,C,1.5
Tulare Lake,South Fork Kings GSA,2020,D,14137.8
Tulare Lake,South Fork Kings GSA,2020,F,14159.3
Tulare Lake,South Fork Kings GSA,2020,G,5710.6
Tulare Lake,South Fork Kings GSA,2020,P,7078.6
Tulare Lake,South Fork Kings GSA,2020,T,2194.9
Tulare Lake,South Fork Kings GSA,2020,U,5119.9
Tulare Lake,South Fork Kings GSA,2020,V,1418.7
Tulare Lake,South Fork Kings GSA,2020,X,9555.9
Tulare Lake,South Fork Kings GSA,2020,YP,223.7
Tulare Lake,South Fork Kings GSA,2021,C,1.5
Tulare Lake,South Fork Kings GSA,2021,D,14085.8
Tulare Lake,South Fork Kings GSA,2021,F,8589.9
Tulare Lake,South Fork Kings GSA,2021,G,3888.1
Tulare Lake,South Fork Kings GSA,2021,I,7591.7
Tulare Lake,South Fork Kings GSA,2021,P,5595.9
Tulare Lake,South Fork Kings GSA,2021,T,2170.3
Tulare Lake,South Fork Kings GSA,2021,U,5120.0
Tulare Lake,South Fork Kings GSA,2021,V,1418.7
Tulare Lake,South Fork Kings GSA,2021,X,9666.4
Tulare Lake,South Fork Kings GSA,2021,YP,70.1
Tulare Lake,South Fork Kings GSA,2022,C,1.5
Tulare Lake,South Fork Kings GSA,2022,D,14637.0
Tulare Lake,South Fork Kings GSA,2022,F,10091.5
Tulare Lake,South Fork Kings GSA,2022,G,3921.3
Tulare Lake,South Fork Kings GSA,2022,I,12664.2
Tulare Lake,South Fork Kings GSA,2022,P,4774.0
Tulare Lake,South Fork Kings GSA,2022,T,1534.2
Tulare Lake,South Fork Kings GSA,2022,U,5110.2
Tulare Lake,South Fork Kings GSA,2022,V,1374.5
Tulare Lake,South Fork Kings GSA,2022,X,2266.0
Tulare Lake,South Fork Kings GSA,2022,YP,1233.7
Tulare Lake,South Fork Kings GSA,2023,C,1.5
Tulare Lake,South Fork Kings GSA,2023,D,15622.7
Tulare Lake,South Fork Kings GSA,2023,F,14915.0
Tulare Lake,South Fork Kings GSA,2023,G,4820.8
Tulare Lake,South Fork Kings GSA,2023,I,8130.6
Tulare Lake,South Fork Kings GSA,2023,P,3490.5
Tulare Lake,South Fork Kings GSA,2023,T,1960.6
Tulare Lake,South Fork Kings GSA,2023,U,5007.8
Tulare Lake,South Fork Kings GSA,2023,UL,121.9
Tulare Lake,South Fork Kings GSA,2023,V,1320.1
Tulare Lake,South Fork Kings GSA,2023,X,1975.8
Tulare Lake,South Fork Kings GSA,2023,YP,79.6
Tulare Lake,South Fork Kings GSA,2024,C,1.5
Tulare Lake,South Fork Kings GSA,2024,D,15484.6
Tulare Lake,South Fork Kings GSA,2024,F,14027.6
Tulare Lake,South Fork Kings GSA,2024,G,6412.6
Tulare Lake,South Fork Kings GSA,2024,I,6572.2
Tulare Lake,South Fork Kings GSA,2024,P,3493.7
Tulare Lake,South Fork Kings GSA,2024,T,1228.6
Tulare Lake,South Fork Kings GSA,2024,U,5051.1
Tulare Lake,South Fork Kings GSA,2024,UL,121.9
Tulare Lake,South Fork Kings GSA,2024,V,1270.5
Tulare Lake,South Fork Kings GSA,2024,X,3206.9
Tulare Lake,South Fork Kings GSA,2024,YP,87.2
Kern,Olcese Water District GSA,2020,C,989.6
Kern,Olcese Water District GSA,2020,D,179.5
Kern,Olcese Water District GSA,2020,P,11.2
Kern,Olcese Water District GSA,2020,U,2659.8
Kern,Olcese Water District GSA,2021,C,989.6
Kern,Olcese Water District GSA,2021,D,179.5
Kern,Olcese Water District GSA,2021,P,11.2
Kern,Olcese Water District GSA,2021,U,2390.4
Kern,Olcese Water District GSA,2022,C,989.6
Kern,Olcese Water District GSA,2022,D,179.4
Kern,Olcese Water District GSA,2022,P,11.2
Kern,Olcese Water District GSA,2022,U,2387.7
Kern,Olcese Water District GSA,2023,C,989.6
Kern,Olcese Water District GSA,2023,D,179.4
Kern,Olcese Water District GSA,2023,P,11.2
Kern,Olcese Water District GSA,2023,U,1179.3
Kern,Olcese Water District GSA,2024,C,988.6
Kern,Olcese Water District GSA,2024,D,179.4
Kern,Olcese Water District GSA,2024,P,11.2
Kern,Olcese Water District GSA,2024,U,233.5
Tulare Lake,Southwest Kings GSA,2020,C,743.6
Tulare Lake,Southwest Kings GSA,2020,D,17119.7
Tulare Lake,Southwest Kings GSA,2020,F,1091.6
Tulare Lake,Southwest Kings GSA,2020,P,201.1
Tulare Lake,Southwest Kings GSA,2020,U,143.7
Tulare Lake,Southwest Kings GSA,2020,V,1238.7
Tulare Lake,Southwest Kings GSA,2020,X,36039.0
Tulare Lake,Southwest Kings GSA,2020,YP,28.5
Tulare Lake,Southwest Kings GSA,2021,C,743.6
Tulare Lake,Southwest Kings GSA,2021,D,17102.0
Tulare Lake,Southwest Kings GSA,2021,F,260.2
Tulare Lake,Southwest Kings GSA,2021,I,35809.0
Tulare Lake,Southwest Kings GSA,2021,P,108.4
Tulare Lake,Southwest Kings GSA,2021,U,148.4
Tulare Lake,Southwest Kings GSA,2021,V,1238.7
Tulare Lake,Southwest Kings GSA,2021,X,1194.7
Tulare Lake,Southwest Kings GSA,2022,C,1643.4
Tulare Lake,Southwest Kings GSA,2022,D,17033.5
Tulare Lake,Southwest Kings GSA,2022,F,1037.1
Tulare Lake,Southwest Kings GSA,2022,G,92.6
Tulare Lake,Southwest Kings GSA,2022,I,35182.7
Tulare Lake,Southwest Kings GSA,2022,P,108.4
Tulare Lake,Southwest Kings GSA,2022,T,209.8
Tulare Lake,Southwest Kings GSA,2022,U,148.4
Tulare Lake,Southwest Kings GSA,2022,V,1238.7
Tulare Lake,Southwest Kings GSA,2022,X,68.4
Tulare Lake,Southwest Kings GSA,2023,C,1643.4
Tulare Lake,Southwest Kings GSA,2023,D,15092.8
Tulare Lake,Southwest Kings GSA,2023,F,4687.7
Tulare Lake,Southwest Kings GSA,2023,G,2756.4
Tulare Lake,Southwest Kings GSA,2023,I,27542.0
Tulare Lake,Southwest Kings GSA,2023,P,108.4
Tulare Lake,Southwest Kings GSA,2023,T,157.6
Tulare Lake,Southwest Kings GSA,2023,U,146.9
Tulare Lake,Southwest Kings GSA,2023,V,1238.7
Tulare Lake,Southwest Kings GSA,2023,X,2855.3
Tulare Lake,Southwest Kings GSA,2024,C,1643.1
Tulare Lake,Southwest Kings GSA,2024,D,15806.9
Tulare Lake,Southwest Kings GSA,2024,F,3068.2
Tulare Lake,Southwest Kings GSA,2024,G,2880.1
Tulare Lake,Southwest Kings GSA,2024,I,27041.0
Tulare Lake,Southwest Kings GSA,2024,P,88.3
Tulare Lake,Southwest Kings GSA,2024,T,1.9
Tulare Lake,Southwest Kings GSA,2024,U,146.9
Tulare Lake,Southwest Kings GSA,2024,V,1238.7
Tulare Lake,Southwest Kings GSA,2024,X,4552.1
Tule,Tri-County Water Authority GSA - Tule,2020,D,16800.7
Tule,Tri-County Water Authority GSA - Tule,2020,F,1670.1
Tule,Tri-County Water Authority GSA - Tule,2020,G,7260.1
Tule,Tri-County Water Authority GSA - Tule,2020,P,236.7
Tule,Tri-County Water Authority GSA - Tule,2020,T,154.4
Tule,Tri-County Water Authority GSA - Tule,2020,V,755.5
Tule,Tri-County Water Authority GSA - Tule,2020,X,22589.5
Tule,Tri-County Water Authority GSA - Tule,2021,D,16799.1
Tule,Tri-County Water Authority GSA - Tule,2021,F,1685.4
Tule,Tri-County Water Authority GSA - Tule,2021,G,3383.1
Tule,Tri-County Water Authority GSA - Tule,2021,I,21993.4
Tule,Tri-County Water Authority GSA - Tule,2021,P,317.1
Tule,Tri-County Water Authority GSA - Tule,2021,T,238.8
Tule,Tri-County Water Authority GSA - Tule,2021,V,669.0
Tule,Tri-County Water Authority GSA - Tule,2021,X,4373.4
Tule,Tri-County Water Authority GSA - Tule,2022,D,16713.9
Tule,Tri-County Water Authority GSA - Tule,2022,F,1494.0
Tule,Tri-County Water Authority GSA - Tule,2022,G,6371.3
Tule,Tri-County Water Authority GSA - Tule,2022,I,23007.4
Tule,Tri-County Water Authority GSA - Tule,2022,P,341.1
Tule,Tri-County Water Authority GSA - Tule,2022,T,157.3
Tule,Tri-County Water Authority GSA - Tule,2022,V,668.7
Tule,Tri-County Water Authority GSA - Tule,2022,X,505.4
Tule,Tri-County Water Authority GSA - Tule,2022,YP,127.4
Tule,Tri-County Water Authority GSA - Tule,2023,D,16986.2
Tule,Tri-County Water Authority GSA - Tule,2023,F,1506.5
Tule,Tri-County Water Authority GSA - Tule,2023,G,6132.5
Tule,Tri-County Water Authority GSA - Tule,2023,I,22322.2
Tule,Tri-County Water Authority GSA - Tule,2023,P,522.4
Tule,Tri-County Water Authority GSA - Tule,2023,T,237.2
Tule,Tri-County Water Authority GSA - Tule,2023,V,521.0
Tule,Tri-County Water Authority GSA - Tule,2023,X,1140.8
Tule,Tri-County Water Authority GSA - Tule,2023,YP,18.6
Tule,Tri-County Water Authority GSA - Tule,2024,D,17061.1
Tule,Tri-County Water Authority GSA - Tule,2024,F,1611.0
Tule,Tri-County Water Authority GSA - Tule,2024,G,6690.0
Tule,Tri-County Water Authority GSA - Tule,2024,I,21581.5
Tule,Tri-County Water Authority GSA - Tule,2024,P,447.0
Tule,Tri-County Water Authority GSA - Tule,2024,T,76.8
Tule,Tri-County Water Authority GSA - Tule,2024,V,521.0
Tule,Tri-County Water Authority GSA - Tule,2024,X,1001.9
Tule,Tri-County Water Authority GSA - Tule,2024,YP,135.5
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2020,D,3517.4
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2020,F,1061.7
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2020,G,90.6
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2020,P,517.8
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2020,X,5235.4
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2021,D,3517.4
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2021,F,184.0
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2021,I,5051.4
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2021,P,562.0
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2021,X,1108.3
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2022,D,3516.8
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2022,F,653.7
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2022,I,5442.1
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2022,P,561.9
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2023,D,3516.8
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2023,F,3616.7
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2023,G,5253.2
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2023,I,5151.1
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2023,P,742.3
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2023,YP,133.4
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2024,D,3651.1
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2024,F,580.7
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2024,G,2967.4
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2024,I,5151.1
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2024,P,742.6
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2024,T,53.8
Tulare Lake,Tri-County Water Authority GSA - Tulare Lake,2024,X,7225.8
Tule,County of Tulare GSA - Tule,2020,D,3503.8
Tule,County of Tulare GSA - Tule,2020,F,110.5
Tule,County of Tulare GSA - Tule,2020,G,277.3
Tule,County of Tulare GSA - Tule,2020,P,76.8
Tule,County of Tulare GSA - Tule,2020,T,301.4
Tule,County of Tulare GSA - Tule,2020,V,911.9
Tule,County of Tulare GSA - Tule,2020,X,2311.1
Tule,County of Tulare GSA - Tule,2021,D,3544.0
Tule,County of Tulare GSA - Tule,2021,F,170.8
Tule,County of Tulare GSA - Tule,2021,G,15.3
Tule,County of Tulare GSA - Tule,2021,I,1813.2
Tule,County of Tulare GSA - Tule,2021,P,76.8
Tule,County of Tulare GSA - Tule,2021,T,390.0
Tule,County of Tulare GSA - Tule,2021,V,983.2
Tule,County of Tulare GSA - Tule,2021,X,429.6
Tule,County of Tulare GSA - Tule,2021,YP,69.7
Tule,County of Tulare GSA - Tule,2022,D,3566.6
Tule,County of Tulare GSA - Tule,2022,F,76.1
Tule,County of Tulare GSA - Tule,2022,G,110.1
Tule,County of Tulare GSA - Tule,2022,I,1921.2
Tule,County of Tulare GSA - Tule,2022,P,76.8
Tule,County of Tulare GSA - Tule,2022,T,304.4
Tule,County of Tulare GSA - Tule,2022,V,936.3
Tule,County of Tulare GSA - Tule,2022,X,374.5
Tule,County of Tulare GSA - Tule,2023,D,3499.7
Tule,County of Tulare GSA - Tule,2023,F,110.5
Tule,County of Tulare GSA - Tule,2023,G,75.6
Tule,County of Tulare GSA - Tule,2023,I,2047.0
Tule,County of Tulare GSA - Tule,2023,P,76.8
Tule,County of Tulare GSA - Tule,2023,T,311.2
Tule,County of Tulare GSA - Tule,2023,V,936.3
Tule,County of Tulare GSA - Tule,2023,X,308.8
Tule,County of Tulare GSA - Tule,2024,D,3497.5
Tule,County of Tulare GSA - Tule,2024,F,76.1
Tule,County of Tulare GSA - Tule,2024,G,94.8
Tule,County of Tulare GSA - Tule,2024,I,1966.8
Tule,County of Tulare GSA - Tule,2024,P,76.8
Tule,County of Tulare GSA - Tule,2024,T,301.1
Tule,County of Tulare GSA - Tule,2024,V,935.8
Tule,County of Tulare GSA - Tule,2024,X,326.5
Kings,Central Kings GSA,2020,C,8171.1
Kings,Central Kings GSA,2020,D,52018.3
Kings,Central Kings GSA,2020,F,657.3
Kings,Central Kings GSA,2020,G,1265.8
Kings,Central Kings GSA,2020,P,1277.6
Kings,Central Kings GSA,2020,T,3505.6
Kings,Central Kings GSA,2020,U,14302.1
Kings,Central Kings GSA,2020,V,47136.3
Kings,Central Kings GSA,2020,X,8517.9
Kings,Central Kings GSA,2020,YP,1545.2
Kings,Central Kings GSA,2021,C,8235.7
Kings,Central Kings GSA,2021,D,51274.6
Kings,Central Kings GSA,2021,F,670.9
Kings,Central Kings GSA,2021,G,977.9
Kings,Central Kings GSA,2021,I,6198.3
Kings,Central Kings GSA,2021,P,1379.5
Kings,Central Kings GSA,2021,T,3455.7
Kings,Central Kings GSA,2021,U,14388.2
Kings,Central Kings GSA,2021,UL,48.2
Kings,Central Kings GSA,2021,V,44268.7
Kings,Central Kings GSA,2021,X,2144.2
Kings,Central Kings GSA,2021,YP,5401.5
Kings,Central Kings GSA,2022,C,9227.4
Kings,Central Kings GSA,2022,D,56255.2
Kings,Central Kings GSA,2022,F,971.6
Kings,Central Kings GSA,2022,G,482.0
Kings,Central Kings GSA,2022,I,5848.2
Kings,Central Kings GSA,2022,P,1740.7
Kings,Central Kings GSA,2022,T,3616.7
Kings,Central Kings GSA,2022,U,14518.0
Kings,Central Kings GSA,2022,UL,49.6
Kings,Central Kings GSA,2022,V,40854.4
Kings,Central Kings GSA,2022,X,2243.6
Kings,Central Kings GSA,2022,YP,2756.0
Kings,Central Kings GSA,2023,C,9508.1
Kings,Central Kings GSA,2023,D,57552.7
Kings,Central Kings GSA,2023,F,1531.3
Kings,Central Kings GSA,2023,G,1137.9
Kings,Central Kings GSA,2023,I,5809.3
Kings,Central Kings GSA,2023,P,1892.4
Kings,Central Kings GSA,2023,T,3623.3
Kings,Central Kings GSA,2023,U,15179.6
Kings,Central Kings GSA,2023,UL,49.6
Kings,Central Kings GSA,2023,V,38968.4
Kings,Central Kings GSA,2023,X,1723.5
Kings,Central Kings GSA,2023,YP,2133.8
Kings,Central Kings GSA,2024,C,10038.4
Kings,Central Kings GSA,2024,D,56574.8
Kings,Central Kings GSA,2024,F,1524.2
Kings,Central Kings GSA,2024,G,254.1
Kings,Central Kings GSA,2024,I,6107.6
Kings,Central Kings GSA,2024,P,1989.1
Kings,Central Kings GSA,2024,T,4007.5
Kings,Central Kings GSA,2024,U,15192.8
Kings,Central Kings GSA,2024,UL,49.6
Kings,Central Kings GSA,2024,V,37514.6
Kings,Central Kings GSA,2024,X,2134.6
Kings,Central Kings GSA,2024,YP,3266.5
Tule,Vandalia Water District GSA,2020,C,1329.1
